datetime,Temp,Humidity,Precip,Weather,date,RainTomorrowMorning
2025-08-17 10:00:00,24.0,90,0.0,Cloudy,2025-08-17,0
2025-08-17 11:00:00,24.2,81,0.0,Cloudy,2025-08-17,0
2025-08-17 12:00:00,23.6,86,0.0,Cloudy,2025-08-17,0
2025-08-17 13:00:00,23.9,89,0.0,Overcast,2025-08-17,0
2025-08-17 14:00:00,23.7,74,1.9,Light rain,2025-08-17,0
2025-08-17 15:00:00,23.7,69,0.0,Overcast,2025-08-17,0
2025-08-17 16:00:00,23.6,64,0.0,Cloudy,2025-08-17,0
2025-08-17 17:00:00,24.0,59,0.0,Cloudy,2025-08-17,0
2025-08-17 18:00:00,24.3,56,0.0,Partly cloudy,2025-08-17,0
2025-08-17 19:00:00,23.9,54,0.0,Sunny,2025-08-17,0
2025-08-17 20:00:00,23.4,55,0.0,Partly cloudy,2025-08-17,0
2025-08-17 21:00:00,22.7,55,0.0,Partly cloudy,2025-08-17,0
2025-08-17 22:00:00,21.8,55,0.0,Partly cloudy,2025-08-17,0
2025-08-17 23:00:00,20.4,55,0.0,Partly cloudy,2025-08-17,0
2025-08-18 00:00:00,19.2,56,0.0,Clear,2025-08-18,0
2025-08-18 01:00:00,18.3,56,0.0,Clear,2025-08-18,0
2025-08-18 02:00:00,17.5,54,0.0,Clear,2025-08-18,0
2025-08-18 03:00:00,16.9,55,0.0,Clear,2025-08-18,0
2025-08-18 04:00:00,16.4,56,0.0,Clear,2025-08-18,0
2025-08-18 05:00:00,16.0,57,0.0,Clear,2025-08-18,0
2025-08-18 06:00:00,15.7,58,0.0,Clear,2025-08-18,0
2025-08-18 07:00:00,15.9,60,0.0,Sunny,2025-08-18,0
2025-08-18 08:00:00,16.4,58,0.0,Partly cloudy,2025-08-18,0
2025-08-18 09:00:00,17.0,56,0.0,Partly cloudy,2025-08-18,0
2025-08-18 10:00:00,18.3,56,0.0,Sunny,2025-08-18,0
2025-08-18 11:00:00,19.4,56,0.0,Sunny,2025-08-18,0
2025-08-18 12:00:00,21.2,55,0.0,Sunny,2025-08-18,0
2025-08-18 13:00:00,22.3,53,0.0,Sunny,2025-08-18,0
2025-08-18 14:00:00,23.0,52,0.0,Sunny,2025-08-18,0
2025-08-18 15:00:00,23.4,50,0.0,Sunny,2025-08-18,0
2025-08-18 16:00:00,23.7,48,0.0,Sunny,2025-08-18,0
2025-08-18 17:00:00,23.8,46,0.0,Sunny,2025-08-18,0
2025-08-18 18:00:00,23.6,46,0.0,Sunny,2025-08-18,0
2025-08-18 19:00:00,21.5,48,0.0,Sunny,2025-08-18,0
2025-08-18 20:00:00,20.5,52,0.0,Sunny,2025-08-18,0
2025-08-18 21:00:00,19.9,55,0.0,Clear,2025-08-18,0
2025-08-18 22:00:00,19.5,57,0.0,Clear,2025-08-18,0
2025-08-18 23:00:00,19.3,51,0.0,Clear,2025-08-18,0
2025-08-19 00:00:00,19.2,62,0.0,Clear,2025-08-19,0
2025-08-19 01:00:00,19.0,64,0.0,Clear,2025-08-19,0
2025-08-19 02:00:00,19.0,65,0.0,Partly cloudy,2025-08-19,0
2025-08-19 03:00:00,18.9,67,0.0,Partly cloudy,2025-08-19,0
2025-08-19 04:00:00,18.9,69,0.0,Partly cloudy,2025-08-19,0
2025-08-19 05:00:00,19.1,70,0.0,Clear,2025-08-19,0
2025-08-19 06:00:00,19.3,75,0.0,Partly cloudy,2025-08-19,0
2025-08-19 07:00:00,19.4,77,0.0,Partly cloudy,2025-08-19,0
2025-08-19 08:00:00,20.2,80,0.0,Partly cloudy,2025-08-19,0
2025-08-19 09:00:00,20.9,79,0.0,Partly cloudy,2025-08-19,0
2025-08-19 10:00:00,21.5,79,0.0,Partly cloudy,2025-08-19,0
2025-08-19 11:00:00,22.5,79,0.0,Cloudy,2025-08-19,0
2025-08-19 12:00:00,23.3,73,0.0,Cloudy,2025-08-19,0
2025-08-19 13:00:00,24.1,70,0.0,Cloudy,2025-08-19,0
2025-08-19 14:00:00,24.3,67,0.0,Partly cloudy,2025-08-19,0
2025-08-19 15:00:00,24.4,69,0.0,Partly cloudy,2025-08-19,0
2025-08-19 16:00:00,24.3,69,0.0,Partly cloudy,2025-08-19,0
2025-08-19 17:00:00,24.2,70,0.0,Cloudy,2025-08-19,0
2025-08-19 18:00:00,24.1,71,0.0,Cloudy,2025-08-19,0
2025-08-19 19:00:00,24.0,71,0.0,Cloudy,2025-08-19,0
2025-08-19 20:00:00,23.2,71,0.0,Overcast,2025-08-19,0
2025-08-19 21:00:00,22.4,78,0.0,Overcast,2025-08-19,0
2025-08-19 22:00:00,20.9,81,0.0,Overcast,2025-08-19,0
2025-08-19 23:00:00,20.9,59,0.0,Clear,2025-08-19,0
2025-08-20 00:00:00,20.6,98,0.0,Overcast,2025-08-20,0
2025-08-20 01:00:00,20.4,97,0.0,Overcast,2025-08-20,0
2025-08-20 02:00:00,20.2,96,19.6,Heavy rain,2025-08-20,0
2025-08-20 03:00:00,20.2,96,0.0,Overcast,2025-08-20,0
2025-08-20 04:00:00,20.1,96,0.0,Overcast,2025-08-20,0
2025-08-20 05:00:00,20.2,96,1.8,Light rain,2025-08-20,0
2025-08-20 06:00:00,20.2,95,0.0,Overcast,2025-08-20,0
2025-08-20 07:00:00,20.3,94,0.0,Overcast,2025-08-20,0
2025-08-20 08:00:00,20.2,94,0.0,Overcast,2025-08-20,0
2025-08-20 09:00:00,20.3,93,0.0,Overcast,2025-08-20,0
2025-08-20 10:00:00,20.3,92,0.0,Overcast,2025-08-20,0
2025-08-20 11:00:00,20.7,90,0.0,Overcast,2025-08-20,0
2025-08-20 12:00:00,21.0,88,0.0,Overcast,2025-08-20,0
2025-08-20 13:00:00,21.2,86,0.0,Overcast,2025-08-20,0
2025-08-20 14:00:00,21.4,85,0.0,Overcast,2025-08-20,0
2025-08-20 15:00:00,21.4,85,0.0,Overcast,2025-08-20,0
2025-08-20 16:00:00,21.1,86,0.0,Overcast,2025-08-20,0
2025-08-20 17:00:00,20.7,86,0.0,Overcast,2025-08-20,0
2025-08-20 18:00:00,20.3,86,0.0,Overcast,2025-08-20,0
2025-08-20 19:00:00,19.5,87,0.0,Overcast,2025-08-20,0
2025-08-20 20:00:00,18.9,88,0.0,Overcast,2025-08-20,0
2025-08-20 21:00:00,18.6,89,0.0,Overcast,2025-08-20,0
2025-08-20 22:00:00,18.2,89,0.0,Overcast,2025-08-20,0
2025-08-20 23:00:00,18.0,82,0.0,Patchy rain possible,2025-08-20,0
2025-08-21 00:00:00,17.8,89,0.0,Overcast,2025-08-21,0
2025-08-21 01:00:00,17.7,89,0.0,Overcast,2025-08-21,0
2025-08-21 02:00:00,17.4,89,0.0,Overcast,2025-08-21,0
2025-08-21 03:00:00,17.1,90,0.0,Overcast,2025-08-21,0
2025-08-21 04:00:00,16.8,90,0.0,Overcast,2025-08-21,0
2025-08-21 05:00:00,16.6,91,0.0,Overcast,2025-08-21,0
2025-08-21 06:00:00,16.5,89,0.0,Overcast,2025-08-21,0
2025-08-21 07:00:00,16.3,89,0.0,Overcast,2025-08-21,0
2025-08-21 08:00:00,16.7,88,0.0,Overcast,2025-08-21,0
2025-08-21 09:00:00,17.1,84,0.0,Overcast,2025-08-21,0
2025-08-21 10:00:00,17.6,82,0.0,Overcast,2025-08-21,0
2025-08-21 11:00:00,18.5,80,0.0,Overcast,2025-08-21,0
2025-08-21 12:00:00,19.3,75,0.0,Overcast,2025-08-21,0
2025-08-21 13:00:00,20.1,73,0.0,Overcast,2025-08-21,0
2025-08-21 14:00:00,20.9,70,0.0,Partly cloudy,2025-08-21,0
2025-08-21 15:00:00,21.6,68,0.0,Partly cloudy,2025-08-21,0
2025-08-21 16:00:00,22.1,66,0.0,Partly cloudy,2025-08-21,0
2025-08-21 17:00:00,21.8,65,0.0,Sunny,2025-08-21,0
2025-08-21 18:00:00,21.5,70,0.0,Sunny,2025-08-21,0
2025-08-21 19:00:00,21.0,72,0.0,Sunny,2025-08-21,0
2025-08-21 20:00:00,20.6,74,0.0,Sunny,2025-08-21,0
2025-08-21 21:00:00,20.3,79,0.0,Clear,2025-08-21,0
2025-08-21 22:00:00,19.2,82,0.0,Clear,2025-08-21,0
2025-08-21 23:00:00,19.3,89,0.0,Overcast,2025-08-21,0
2025-08-22 00:00:00,20.7,73,0.0,Partly cloudy,2025-08-22,0
2025-08-22 01:00:00,20.5,75,0.0,Partly cloudy,2025-08-22,0
2025-08-22 02:00:00,19.8,76,0.0,Clear,2025-08-22,0
2025-08-22 03:00:00,19.2,83,0.0,Clear,2025-08-22,0
2025-08-22 04:00:00,18.5,87,0.0,Clear,2025-08-22,0
2025-08-22 05:00:00,17.9,90,0.0,Clear,2025-08-22,0
2025-08-22 06:00:00,17.5,92,0.0,Partly cloudy,2025-08-22,0
2025-08-22 07:00:00,17.1,92,0.0,Partly cloudy,2025-08-22,0
2025-08-22 08:00:00,18.9,93,0.0,Partly cloudy,2025-08-22,0
2025-08-22 09:00:00,20.7,81,0.0,Partly cloudy,2025-08-22,0
2025-08-22 10:00:00,22.7,74,0.0,Partly cloudy,2025-08-22,0
2025-08-22 11:00:00,24.7,68,0.0,Sunny,2025-08-22,0
2025-08-22 12:00:00,26.3,59,0.0,Sunny,2025-08-22,0
2025-08-22 13:00:00,27.6,55,0.0,Sunny,2025-08-22,0
2025-08-22 14:00:00,27.6,50,0.0,Sunny,2025-08-22,0
2025-08-22 15:00:00,27.4,51,0.0,Sunny,2025-08-22,0
2025-08-22 16:00:00,26.9,51,0.0,Partly cloudy,2025-08-22,0
2025-08-22 17:00:00,26.1,52,0.0,Partly cloudy,2025-08-22,0
2025-08-22 18:00:00,25.5,55,0.0,Partly cloudy,2025-08-22,0
2025-08-22 19:00:00,24.8,56,0.0,Partly cloudy,2025-08-22,0
2025-08-22 20:00:00,24.3,58,0.0,Cloudy,2025-08-22,0
2025-08-22 21:00:00,23.9,64,0.0,Cloudy,2025-08-22,0
2025-08-22 22:00:00,22.8,67,0.0,Cloudy,2025-08-22,0
2025-08-22 23:00:00,22.7,71,0.0,Partly cloudy,2025-08-22,0
2025-08-23 00:00:00,22.8,73,0.0,Cloudy,2025-08-23,0
2025-08-23 01:00:00,22.1,75,0.0,Partly cloudy,2025-08-23,0
2025-08-23 02:00:00,21.5,78,0.0,Partly cloudy,2025-08-23,0
2025-08-23 03:00:00,21.0,82,0.0,Clear,2025-08-23,0
2025-08-23 04:00:00,20.0,85,0.0,Clear,2025-08-23,0
2025-08-23 05:00:00,19.4,81,0.0,Clear,2025-08-23,0
2025-08-23 06:00:00,19.1,81,0.0,Clear,2025-08-23,0
2025-08-23 07:00:00,19.3,82,0.0,Sunny,2025-08-23,0
2025-08-23 08:00:00,20.2,79,0.0,Partly cloudy,2025-08-23,0
2025-08-23 09:00:00,21.4,75,0.0,Cloudy,2025-08-23,0
2025-08-23 10:00:00,22.6,71,0.0,Overcast,2025-08-23,0
2025-08-23 11:00:00,23.8,68,0.0,Overcast,2025-08-23,0
2025-08-23 12:00:00,24.4,66,0.0,Overcast,2025-08-23,0
2025-08-23 13:00:00,25.2,67,0.0,Overcast,2025-08-23,0
2025-08-23 14:00:00,25.6,63,0.0,Overcast,2025-08-23,0
2025-08-23 15:00:00,25.5,65,0.0,Overcast,2025-08-23,0
2025-08-23 16:00:00,25.6,67,0.0,Overcast,2025-08-23,0
2025-08-23 17:00:00,25.8,65,0.0,Overcast,2025-08-23,0
2025-08-23 18:00:00,25.6,63,0.0,Overcast,2025-08-23,0
2025-08-23 19:00:00,25.0,65,0.0,Partly cloudy,2025-08-23,0
2025-08-23 20:00:00,24.3,69,0.0,Sunny,2025-08-23,0
2025-08-23 21:00:00,23.8,70,0.0,Partly cloudy,2025-08-23,0
2025-08-23 22:00:00,23.2,71,0.0,Partly cloudy,2025-08-23,0
2025-08-23 23:00:00,22.5,72,0.0,Partly cloudy,2025-08-23,0
2025-08-24 00:00:00,22.0,76,0.0,Clear,2025-08-24,0
2025-08-24 01:00:00,21.5,79,0.0,Partly cloudy,2025-08-24,0
2025-08-24 02:00:00,21.2,82,0.0,Partly cloudy,2025-08-24,0
2025-08-24 03:00:00,20.8,85,0.0,Partly cloudy,2025-08-24,0
2025-08-24 04:00:00,20.2,88,0.0,Clear,2025-08-24,0
2025-08-24 05:00:00,19.7,88,0.0,Clear,2025-08-24,0
2025-08-24 06:00:00,19.3,85,0.0,Partly cloudy,2025-08-24,0
2025-08-24 07:00:00,19.2,81,0.0,Partly cloudy,2025-08-24,0
2025-08-24 08:00:00,19.7,77,0.0,Sunny,2025-08-24,0
2025-08-24 09:00:00,20.6,68,0.0,Sunny,2025-08-24,0
2025-08-24 10:00:00,22.7,56,0.0,Sunny,2025-08-24,0
2025-08-24 11:00:00,24.0,49,0.0,Sunny,2025-08-24,0
2025-08-24 12:00:00,24.5,46,0.0,Sunny,2025-08-24,0
2025-08-24 13:00:00,24.8,45,0.0,Sunny,2025-08-24,0
2025-08-24 14:00:00,24.6,46,0.0,Partly cloudy,2025-08-24,0
2025-08-24 15:00:00,24.4,50,0.0,Partly cloudy,2025-08-24,0
2025-08-24 16:00:00,24.2,52,0.0,Partly cloudy,2025-08-24,0
2025-08-24 17:00:00,23.9,54,0.0,Cloudy,2025-08-24,0
2025-08-24 18:00:00,23.6,53,0.0,Cloudy,2025-08-24,0
2025-08-24 19:00:00,23.3,53,0.0,Cloudy,2025-08-24,0
2025-08-24 20:00:00,22.0,53,0.0,Partly cloudy,2025-08-24,0
2025-08-24 21:00:00,20.8,68,0.7,Moderate rain at times,2025-08-24,0
2025-08-24 22:00:00,19.9,75,1.0,Heavy rain at times,2025-08-24,0
2025-08-24 23:00:00,19.4,63,0.0,Patchy rain possible,2025-08-24,0
2025-08-25 00:00:00,19.2,78,0.7,Light rain,2025-08-25,0
2025-08-25 01:00:00,19.2,75,0.3,Light rain,2025-08-25,0
2025-08-25 02:00:00,18.7,73,0.0,Partly cloudy,2025-08-25,0
2025-08-25 03:00:00,18.1,77,0.0,Partly cloudy,2025-08-25,0
2025-08-25 04:00:00,17.6,79,0.0,Partly cloudy,2025-08-25,0
2025-08-25 05:00:00,17.2,82,0.0,Clear,2025-08-25,0
2025-08-25 06:00:00,16.9,81,0.0,Clear,2025-08-25,0
2025-08-25 07:00:00,16.7,80,0.0,Partly cloudy,2025-08-25,0
2025-08-25 08:00:00,17.6,80,0.0,Partly cloudy,2025-08-25,0
2025-08-25 09:00:00,18.5,69,0.0,Partly cloudy,2025-08-25,0
2025-08-25 10:00:00,19.4,63,0.0,Partly cloudy,2025-08-25,0
2025-08-25 11:00:00,20.5,58,0.0,Sunny,2025-08-25,0
2025-08-25 12:00:00,21.4,52,0.0,Sunny,2025-08-25,0
2025-08-25 13:00:00,22.2,49,0.0,Partly cloudy,2025-08-25,0
2025-08-25 14:00:00,22.4,46,0.0,Partly cloudy,2025-08-25,0
2025-08-25 15:00:00,22.4,47,0.0,Partly cloudy,2025-08-25,0
2025-08-25 16:00:00,22.3,47,0.0,Partly cloudy,2025-08-25,0
2025-08-25 17:00:00,21.4,47,0.0,Partly cloudy,2025-08-25,0
2025-08-25 18:00:00,20.5,53,0.0,Partly cloudy,2025-08-25,0
2025-08-25 19:00:00,19.7,56,0.0,Partly cloudy,2025-08-25,0
2025-08-25 20:00:00,18.7,59,0.0,Partly cloudy,2025-08-25,0
2025-08-25 21:00:00,18.0,63,0.0,Partly cloudy,2025-08-25,0
2025-08-25 22:00:00,18.2,65,0.0,Partly cloudy,2025-08-25,0
2025-08-25 23:00:00,17.1,83,1.4,Light rain,2025-08-25,0
2025-08-26 00:00:00,16.5,61,0.0,Clear,2025-08-26,0
2025-08-26 01:00:00,16.2,63,0.0,Clear,2025-08-26,0
2025-08-26 02:00:00,15.7,64,0.0,Clear,2025-08-26,0
2025-08-26 03:00:00,15.1,67,0.0,Clear,2025-08-26,0
2025-08-26 04:00:00,14.5,71,0.0,Clear,2025-08-26,0
2025-08-26 05:00:00,13.8,82,0.0,Clear,2025-08-26,0
2025-08-26 06:00:00,13.1,85,0.0,Clear,2025-08-26,0
2025-08-26 07:00:00,13.0,88,0.0,Sunny,2025-08-26,0
2025-08-26 08:00:00,13.4,86,0.0,Partly cloudy,2025-08-26,0
2025-08-26 09:00:00,14.4,83,0.0,Partly cloudy,2025-08-26,0
2025-08-26 10:00:00,16.8,76,0.0,Sunny,2025-08-26,0
2025-08-26 11:00:00,18.5,55,0.0,Sunny,2025-08-26,0
2025-08-26 12:00:00,19.9,48,0.0,Partly cloudy,2025-08-26,0
2025-08-26 13:00:00,20.7,46,0.0,Partly cloudy,2025-08-26,0
2025-08-26 14:00:00,21.1,46,0.0,Partly cloudy,2025-08-26,0
2025-08-26 15:00:00,21.5,45,0.0,Cloudy,2025-08-26,0
2025-08-26 16:00:00,21.4,44,0.0,Partly cloudy,2025-08-26,0
2025-08-26 17:00:00,21.0,46,0.0,Cloudy,2025-08-26,0
2025-08-26 18:00:00,20.4,49,0.0,Overcast,2025-08-26,0
2025-08-26 19:00:00,19.3,53,0.0,Partly cloudy,2025-08-26,0
2025-08-26 20:00:00,18.4,59,0.0,Cloudy,2025-08-26,0
2025-08-26 21:00:00,17.9,62,0.0,Overcast,2025-08-26,0
2025-08-26 22:00:00,17.3,62,0.0,Cloudy,2025-08-26,0
2025-08-26 23:00:00,16.8,63,0.0,Clear,2025-08-26,0
2025-08-27 00:00:00,16.2,64,0.0,Clear,2025-08-27,0
2025-08-27 01:00:00,15.5,66,0.0,Clear,2025-08-27,0
2025-08-27 02:00:00,14.8,68,0.0,Clear,2025-08-27,0
2025-08-27 03:00:00,14.3,69,0.0,Clear,2025-08-27,0
2025-08-27 04:00:00,13.8,70,0.0,Clear,2025-08-27,0
2025-08-27 05:00:00,13.4,71,0.0,Clear,2025-08-27,0
2025-08-27 06:00:00,13.3,72,0.0,Partly cloudy,2025-08-27,0
2025-08-27 07:00:00,13.8,71,0.0,Partly cloudy,2025-08-27,0
2025-08-27 08:00:00,15.1,67,0.0,Sunny,2025-08-27,0
2025-08-27 09:00:00,16.7,60,0.0,Sunny,2025-08-27,0
2025-08-27 10:00:00,18.9,55,0.0,Sunny,2025-08-27,0
2025-08-27 11:00:00,19.8,47,0.0,Sunny,2025-08-27,0
2025-08-27 12:00:00,20.8,43,0.0,Partly cloudy,2025-08-27,0
2025-08-27 13:00:00,21.5,40,0.0,Partly cloudy,2025-08-27,0
2025-08-27 14:00:00,22.1,38,0.0,Partly cloudy,2025-08-27,0
2025-08-27 15:00:00,22.5,37,0.0,Partly cloudy,2025-08-27,0
2025-08-27 16:00:00,22.8,37,0.0,Partly cloudy,2025-08-27,0
2025-08-27 17:00:00,22.7,38,0.0,Partly cloudy,2025-08-27,0
2025-08-27 18:00:00,23.4,38,0.0,Partly cloudy,2025-08-27,0
2025-08-27 19:00:00,22.2,38,0.0,Sunny,2025-08-27,0
2025-08-27 20:00:00,20.9,39,0.0,Sunny,2025-08-27,0
2025-08-27 21:00:00,20.0,45,0.0,Clear,2025-08-27,0
2025-08-27 22:00:00,18.8,48,0.0,Clear,2025-08-27,0
2025-08-27 23:00:00,18.5,34,0.0,Clear,2025-08-27,0
